id,left,top,right,bottom,image,valid,assigned_user_id,origin_source_id,,tag_id,usable
94,0.0172,0.2893,0.7069,0.9996,cropped-images-dev/M2OBRF4J0IZ_2.jpg,1,3,10928,NULL,NULL,0
95,0.0414,0.1134,0.9517,0.9272,cropped-images-dev/Q4GT8GWCJNH_2.jpg,1,3,10929,NULL,NULL,0
96,0,0.0962,0.9793,1,cropped-images-dev/E34IY3LSV3L_2.jpg,1,3,10930,NULL,NULL,0
97,0.1379,0.0134,0.8552,0.9031,cropped-images-dev/1SR1OWC1XGP_2.jpg,1,3,10932,NULL,NULL,0
98,0.0172,0.0479,0.8552,0.8858,cropped-images-dev/SKKSMY3HYJU_2.jpg,1,3,10933,NULL,NULL,0
99,0.1621,0.1238,0.9138,0.9445,cropped-images-dev/T0H4ZFB7CFY_2.jpg,1,3,10934,NULL,NULL,0
100,0.0103,0.1858,0.8862,1,cropped-images-dev/5FJG9WEP9YJ_2.jpg,1,3,10935,NULL,NULL,0
101,0.0966,0.2652,0.8655,0.8031,cropped-images-dev/IVZXMQJB83U_2.jpg,1,3,10936,NULL,NULL,0
102,0.2103,0.1514,0.6862,0.9996,cropped-images-dev/M3R83QR8B2D_2.jpg,1,3,10937,NULL,NULL,0
103,0.3276,0.0962,0.9241,1,cropped-images-dev/0TEIGECPB6H_2.jpg,1,3,10938,NULL,NULL,0
104,0.0069,0.1652,0.9862,0.9686,cropped-images-dev/0I51WOIAM4K_2.jpg,1,3,10939,NULL,NULL,0
105,0.3552,0.0341,0.9931,0.7445,cropped-images-dev/RJWQ6WDJ08T_2.jpg,1,3,10940,NULL,NULL,0
106,0.3552,0.1652,0.8379,0.9376,cropped-images-dev/1343YPNLLTF_2.jpg,1,3,10941,NULL,NULL,0
107,0.0724,0.0755,0.9069,0.8824,cropped-images-dev/O6ISPY5QQ1A_2.jpg,1,3,10942,NULL,NULL,0
108,0.2517,0.0134,0.9483,0.8548,cropped-images-dev/9PMGESUN3GN_2.jpg,1,3,10943,NULL,NULL,0
110,0.2724,0.0893,0.7448,0.9376,cropped-images-dev/EGZKDBWBBIL_2.jpg,1,3,10945,NULL,NULL,0
111,0.1759,0.1272,0.8241,0.8686,cropped-images-dev/2B1PW0BOULL_2.jpg,1,3,10946,NULL,NULL,0
112,0.031,0.0445,0.9379,0.9686,cropped-images-dev/LKEJ5HBNB5E_2.jpg,1,3,10947,NULL,NULL,0
113,0.1414,0.0996,0.8379,0.9031,cropped-images-dev/SDTBFPB70BK_2.jpg,1,3,10948,NULL,NULL,0
114,0.1897,0.0341,0.8241,1,cropped-images-dev/2697KWRNYXD_2.jpg,1,3,10949,NULL,NULL,0
115,0.0828,0.0134,0.5759,0.979,cropped-images-dev/887137WAS0I_2.jpg,1,3,10950,NULL,NULL,0
116,0.0552,0.2341,0.9069,0.8617,cropped-images-dev/6CPS5PIK77A_2.jpg,1,3,10952,NULL,NULL,0
117,0.0793,0.2272,0.9138,0.8341,cropped-images-dev/E0TQO0DDZKS_2.jpg,1,3,10953,NULL,NULL,0
118,0.031,0.1927,0.9621,0.8203,cropped-images-dev/F7FEXDMTJIZ_2.jpg,1,3,10954,NULL,NULL,0
119,0.0552,0.2893,0.8379,0.8548,cropped-images-dev/OEDTD9IA8UK_2.jpg,1,3,10955,NULL,NULL,0
120,0.0931,0.2652,0.8931,0.8307,cropped-images-dev/ELJBD27EDOM_2.jpg,1,3,10956,NULL,NULL,0
121,0.1379,0.2514,0.869,0.8134,cropped-images-dev/RUZJV3ND46L_2.jpg,1,3,10957,NULL,NULL,0
122,0.3276,0.3996,0.9966,0.941,cropped-images-dev/IHYOLY3WQ2S_2.jpg,1,3,11008,NULL,NULL,0
123,0.3414,0.041,0.8517,0.6376,cropped-images-dev/9AGG2O8LYJY_2.jpg,1,3,11009,NULL,NULL,0
124,0.0241,0.1686,0.6931,0.941,cropped-images-dev/R2U6QOULS3N_2.jpg,1,3,11010,NULL,NULL,0
126,0.1759,0.1238,0.831,0.872,cropped-images-dev/NFEER9Y2FWD_2.jpg,1,3,11012,NULL,NULL,0
127,0.3621,0.2376,0.9828,0.972,cropped-images-dev/ZUQQZRPJCXI_2.jpg,1,3,11013,NULL,NULL,0
128,0.1241,0.1548,0.8966,0.8583,cropped-images-dev/2IWZGJ9ZDMZ_2.jpg,1,3,11014,NULL,NULL,0
129,0.2759,0.0583,0.8724,0.572,cropped-images-dev/HFHL8PR6DSM_2.jpg,1,3,11015,NULL,NULL,0
130,0.331,0.1548,0.7483,0.9962,cropped-images-dev/RTPP4LTVM4Y_2.jpg,1,3,11016,NULL,NULL,0
131,0.1621,0.0203,0.7448,0.9652,cropped-images-dev/GIHQRCZ9QUG_2.jpg,1,3,11017,NULL,NULL,0
132,0.0138,0.1686,0.4379,0.8445,cropped-images-dev/GEY24F0EK9T_2.jpg,1,3,11018,NULL,NULL,0
133,0.2483,0.11,0.8034,0.8893,cropped-images-dev/152DT52KD5U_2.jpg,1,3,11019,NULL,NULL,0
134,0.1138,0.1134,0.8862,0.8962,cropped-images-dev/ZU9R6WYEY0B_2.jpg,1,3,11020,NULL,NULL,0
136,0.1379,0.2065,0.8241,0.9858,cropped-images-dev/OV47PFG19NU_2.jpg,1,3,11022,NULL,NULL,0
137,0.2379,0.3479,1,0.9652,cropped-images-dev/60ZVPBCJVEQ_2.jpg,1,3,11023,NULL,NULL,0
139,0.1759,0.041,0.8379,0.972,cropped-images-dev/O4CT9Q6QSFV_2.jpg,1,3,11025,NULL,NULL,0
140,0.0724,0.172,0.8586,0.9238,cropped-images-dev/MU890TTLKBT_2.jpg,1,3,11026,NULL,NULL,0
141,0.1,0.1238,0.8241,0.9514,cropped-images-dev/ILVZABCMVSU_2.jpg,1,3,11027,NULL,NULL,0
142,0.0931,0.0031,0.6793,0.941,cropped-images-dev/83HPB6SJ3CA_2.jpg,1,3,11028,NULL,NULL,0
143,0.0655,0.0031,0.9931,0.9858,cropped-images-dev/UN2VYD993BV_2.jpg,1,3,11029,NULL,NULL,0
144,0.1483,0.0893,0.8241,0.972,cropped-images-dev/R6WWFCO9GHF_2.jpg,1,3,11030,NULL,NULL,0
145,0.1276,0.1514,0.8931,0.91,cropped-images-dev/E1OQEMMMV0Z_2.jpg,1,3,11031,NULL,NULL,0
146,0.1345,0.2548,0.8966,0.9272,cropped-images-dev/LW3I7KTY65D_2.jpg,1,3,11032,NULL,NULL,0
147,0.2241,0.0134,0.731,0.772,cropped-images-dev/161M0X14XJT_2.jpg,1,3,11033,NULL,NULL,0
148,0.0966,0.1962,0.8862,0.8169,cropped-images-dev/P651YWDF9TA_2.jpg,1,3,11034,NULL,NULL,0
149,0.1103,0.3376,0.4517,1,cropped-images-dev/AEPY7WD8JKN_2.jpg,1,3,11035,NULL,NULL,0
150,0.0172,0.3031,0.731,0.972,cropped-images-dev/SYK73NTYA1I_2.jpg,1,3,11036,NULL,NULL,0
151,0.1966,0.0686,0.7207,0.6652,cropped-images-dev/NC9GB9KCTCG_2.jpg,1,3,11038,NULL,NULL,0
152,0.1621,0.31,0.6207,0.8445,cropped-images-dev/7N2DIPYQKLC_2.jpg,1,3,11039,NULL,NULL,0
153,0.2034,0.0203,1,0.9927,cropped-images-dev/Z2SK2JMTC1S_2.jpg,1,3,11040,NULL,NULL,0
154,0.0448,0.0341,0.9,0.9583,cropped-images-dev/MG6O83VD6XH_2.jpg,1,3,11041,NULL,NULL,0
155,0.1241,0.0962,0.5379,0.8893,cropped-images-dev/9YLC9LT1AXV_2.jpg,1,3,11042,NULL,NULL,0
156,0.1966,0.0307,0.9345,0.6479,cropped-images-dev/9JG67624JGD_2.jpg,1,3,11043,NULL,NULL,0
157,0.4966,0.2238,0.9172,0.91,cropped-images-dev/N0ZXMLOUOFN_2.jpg,1,3,11044,NULL,NULL,0
158,0.2517,0.1858,0.7207,0.8686,cropped-images-dev/6IE06NF315Y_2.jpg,1,3,11045,NULL,NULL,0
159,0.0448,0.1996,0.9379,0.8583,cropped-images-dev/4CSKNXRPMMG_2.jpg,1,3,11046,NULL,NULL,0
160,0.1655,0.0169,0.9138,0.8962,cropped-images-dev/CY3MFFJ6FRE_2.jpg,1,3,11047,NULL,NULL,0
161,0,0,1,1,cropped-images-dev/PG7ZON95E2P_2.jpg,1,3,11048,NULL,NULL,0
162,0.2172,0.1962,0.9828,0.9996,cropped-images-dev/4X9NIHDVIEW_2.jpg,1,3,11049,NULL,NULL,0
163,0.1966,0.1445,0.8586,0.9134,cropped-images-dev/2H6I9GU38VN_2.jpg,1,3,11050,NULL,NULL,0
164,0.0517,0.0962,0.9552,0.9169,cropped-images-dev/0JPM6WQ8JST_2.jpg,1,3,11051,NULL,NULL,0
165,0.2448,0.2548,0.9552,0.8858,cropped-images-dev/B7IC7PP188M_2.jpg,1,3,11052,NULL,NULL,0
166,0.0138,0.0445,0.7138,0.9858,cropped-images-dev/PAG1QMEJY5K_2.jpg,1,3,11054,NULL,NULL,0
167,0.0764,0.0108,0.9346,1,cropped-images-dev/EOQXYH85S3L_2.jpg,1,3,11055,NULL,NULL,0
168,0.3091,0.0108,0.9491,0.9692,cropped-images-dev/U9IZLLNFGFL_2.jpg,1,3,11056,NULL,NULL,0
169,0.2873,0.0914,0.9746,0.9247,cropped-images-dev/CNGIXJ34K2C_2.jpg,1,3,11057,NULL,NULL,0
170,0.4254,0.1497,0.8873,0.8108,cropped-images-dev/YZ4ZE1950JV_2.jpg,1,3,11058,NULL,NULL,0
171,0.2691,0.2858,0.8836,0.8969,cropped-images-dev/YB2K13E1G6J_2.jpg,1,3,11059,NULL,NULL,0
172,0.24,0.0108,0.9891,0.9775,cropped-images-dev/TK6YP4NECGT_2.jpg,1,3,11060,NULL,NULL,0
173,0.2727,0.0164,0.8873,0.9497,cropped-images-dev/TVFP8MFK26X_2.jpg,1,3,11061,NULL,NULL,0
174,0.0909,0.2719,0.6073,0.9997,cropped-images-dev/SD5I0DAD91I_2.jpg,1,3,11062,NULL,NULL,0
175,0.2436,0.2108,1,0.9636,cropped-images-dev/0I7M68B55EJ_2.jpg,1,3,11063,NULL,NULL,1
176,0.1746,0.1136,0.6146,0.7497,cropped-images-dev/RJX0FY723JN_2.jpg,1,3,11064,NULL,NULL,1
177,0.1854,0.0803,0.8836,0.9136,cropped-images-dev/022Q969QSZC_2.jpg,1,3,11065,NULL,NULL,1
178,0.1854,0.0664,0.7382,0.8608,cropped-images-dev/CFY9B6W6QUY_2.jpg,1,3,11066,NULL,NULL,1
179,0.2109,0.008,0.9054,0.9636,cropped-images-dev/31M29H4QY9O_2.jpg,1,3,11067,NULL,NULL,1
180,0.2073,0.1025,0.9782,0.9608,cropped-images-dev/0R2MM5NWYTK_2.jpg,1,3,11068,NULL,NULL,1
181,0.4509,0.2942,0.8436,0.8219,cropped-images-dev/8IZ5DAEU5GY_2.jpg,1,3,11069,NULL,NULL,1
182,0.2,0.1053,0.7273,0.7442,cropped-images-dev/CE7ST7JU55V_2.jpg,1,3,11070,NULL,NULL,1
183,0.4654,0.0053,0.9127,0.983,cropped-images-dev/5T22UVS47HC_2.jpg,1,3,11071,NULL,NULL,1
184,0.2182,0.0108,0.9054,0.9719,cropped-images-dev/8YFO9UU2QTT_2.jpg,1,3,11072,NULL,NULL,1
185,0.2073,0.3164,0.8618,0.7803,cropped-images-dev/EA6BS380TJV_2.jpg,1,3,11073,NULL,NULL,1
186,0.1636,0.0053,0.8036,0.9442,cropped-images-dev/APO6HF20ZRG_2.jpg,1,3,11074,NULL,NULL,1
187,0.1927,0.0219,0.6946,0.983,cropped-images-dev/FCK0Q7UCFEQ_2.jpg,1,3,11075,NULL,NULL,1
188,0.2473,0.0164,0.9782,0.9164,cropped-images-dev/I0R5ZADKRFL_2.jpg,1,3,11076,NULL,NULL,1
189,0.2873,0.0275,0.9309,0.9275,cropped-images-dev/1FGOAFXSNMF_2.jpg,1,3,11077,NULL,NULL,1
190,0.3636,0.0247,0.96,0.8775,cropped-images-dev/OIBSECS0GFD_2.jpg,1,3,11078,NULL,NULL,1
191,0.2873,0.0497,0.84,0.8914,cropped-images-dev/25HVR38Q9QL_2.jpg,1,3,11079,NULL,NULL,1
192,0.2364,0.0247,0.6109,0.8886,cropped-images-dev/EDR4T34EE0C_2.jpg,1,3,11080,NULL,NULL,1
193,0.1346,0.1553,0.8982,0.9664,cropped-images-dev/OBP9V3QZYXQ_2.jpg,1,3,11081,NULL,NULL,1
194,0.1018,0,0.7454,0.9497,cropped-images-dev/RRY90AHAPNT_2.jpg,1,3,11082,NULL,NULL,1
195,0.2873,0.1108,0.9491,0.9358,cropped-images-dev/8FXJE7HI9BQ_2.jpg,1,3,11083,NULL,NULL,1
196,0.0545,0.0053,0.9054,0.9608,cropped-images-dev/WVWKZK85RLE_1.jpg,1,3,11084,NULL,NULL,1
197,0.3164,0.008,0.9454,0.9886,cropped-images-dev/768R2673ZTX_2.jpg,1,3,11085,NULL,NULL,1
198,0.2727,0.2358,0.7454,0.9219,cropped-images-dev/C1ZKAEUQ90Y_2.jpg,1,3,11086,NULL,NULL,1
199,0.1273,0.133,0.8,0.8969,cropped-images-dev/EP25SJNWJ9J_2.jpg,1,3,11087,NULL,NULL,1
200,0.4109,0.0025,0.8109,0.9553,cropped-images-dev/ZO8OIEAKU7C_2.jpg,1,3,11088,NULL,NULL,1
201,0.1854,0.1219,0.8691,1,cropped-images-dev/WWPQ3QUD38E_2.jpg,1,3,11089,NULL,NULL,1
202,0.2582,0.3469,0.9018,0.8997,cropped-images-dev/NBDRJEW6O7W_2.jpg,1,3,11090,NULL,NULL,1
203,0.1054,0.133,0.9891,0.9775,cropped-images-dev/9MRA88YQNAU_2.jpg,1,3,11091,NULL,NULL,1
204,0.3054,0.0136,0.9418,0.983,cropped-images-dev/IWI3NZ0TZ4V_2.jpg,1,3,11092,NULL,NULL,1
205,0.3164,0.2775,0.92,0.9358,cropped-images-dev/PMNK7LZU03Y_2.jpg,1,3,11094,NULL,NULL,1
206,0.0182,0.0469,0.8182,0.958,cropped-images-dev/2T7KLAKX6PH_2.jpg,1,3,11095,NULL,NULL,1
207,0.2727,0.0664,0.7854,0.9553,cropped-images-dev/KZPA1TYRRWA_2.jpg,1,3,11096,NULL,NULL,1
208,0.2982,0.3497,0.8764,0.883,cropped-images-dev/RGM3FA51ZSV_2.jpg,1,3,11097,NULL,NULL,1
209,0.0436,0.158,0.8291,0.9664,cropped-images-dev/L457TK24G6Z_2.jpg,1,3,11098,NULL,NULL,1
210,0.1018,0.0136,0.8873,0.9247,cropped-images-dev/IG616U6USZG_2.jpg,1,3,11099,NULL,NULL,1
211,0.2364,0.0997,0.9418,0.9469,cropped-images-dev/CTX2J10FDVP_2.jpg,1,3,11100,NULL,NULL,1
212,0.1309,0.0497,0.8254,0.9942,cropped-images-dev/V3N2FU0JG3Y_2.jpg,1,3,11101,NULL,NULL,1
213,0.36,0.1358,0.9709,1,cropped-images-dev/O8WJOK3ALAD_2.jpg,1,3,11102,NULL,NULL,1
214,0.1891,0.0386,0.8473,0.7386,cropped-images-dev/BWVQCCF9NJC_2.jpg,1,3,11103,NULL,NULL,1
215,0.0655,0.4914,0.6327,0.9719,cropped-images-dev/094OVEN4U1A_2.jpg,1,3,11104,NULL,NULL,1
216,0.1309,0.2608,0.6109,1,cropped-images-dev/5V5C2NXRMAF_2.jpg,1,3,11105,NULL,NULL,1
217,0.0691,0.0053,0.9564,0.933,cropped-images-dev/2HKI1K2332B_2.jpg,1,3,11106,NULL,NULL,1
218,0.2146,0.0025,0.8691,0.7442,cropped-images-dev/DZA9YU3R55I_2.jpg,1,3,11107,NULL,NULL,1
219,0.0182,0.0053,0.7382,0.8914,cropped-images-dev/O4JJ70RWTCT_2.jpg,1,3,11108,NULL,NULL,1
220,0.3164,0.2692,0.7527,0.8608,cropped-images-dev/PKO18H5SUPL_2.jpg,1,3,11109,NULL,NULL,1
221,0.2146,0.0108,0.9054,0.9608,cropped-images-dev/VV2OYKSWSOW_2.jpg,1,3,11110,NULL,NULL,1
222,0.1782,0,0.7673,0.9414,cropped-images-dev/XT4UUS00OBM_2.jpg,1,3,11111,NULL,NULL,1
223,0.3491,0.0108,0.84,0.683,cropped-images-dev/25Q0E65MPWV_2.jpg,1,3,11112,NULL,NULL,1
224,0.1346,0.1136,0.68,0.8386,cropped-images-dev/LK61PEVQ2QO_2.jpg,1,5,11113,NULL,NULL,1
225,0.12,0.183,0.8727,0.9608,cropped-images-dev/NRWKBLFL2BF_2.jpg,1,5,11114,NULL,NULL,1
229,0.2727,0.0942,0.8,0.6164,cropped-images-dev/067NHFYCOTE_2.jpg,1,5,11118,NULL,NULL,1
230,0.0145,0.0136,0.7091,0.9247,cropped-images-dev/383JCQ9UE3H_2.jpg,1,5,11119,NULL,NULL,1
231,0.3382,0.3053,0.9418,0.8803,cropped-images-dev/8WHLT61BDEQ_2.jpg,1,5,11120,NULL,NULL,1
234,0.3127,0.1108,0.9854,0.9469,cropped-images-dev/FDCMGS3IF9Q_2.jpg,1,5,11123,NULL,NULL,1
235,0.0182,0.0164,0.9054,0.883,cropped-images-dev/A1MDMCO5BNW_2.jpg,1,5,11124,NULL,NULL,1
238,0.2946,0.3997,0.8582,0.9858,cropped-images-dev/8U41UPWLUUO_2.jpg,1,5,11127,NULL,NULL,1
239,0.1018,0,0.8691,0.8719,cropped-images-dev/3HOJTGJ7O9I_2.jpg,1,5,11128,NULL,NULL,1
240,0.0545,0.2942,0.7964,0.8358,cropped-images-dev/ZL4RB4JH9QE_2.jpg,1,5,11129,NULL,NULL,1
242,0.1054,0.0136,0.8618,0.9775,cropped-images-dev/RCU79OX8KFU_2.jpg,1,5,11131,NULL,NULL,1
243,0.2727,0.1497,0.8109,0.9608,cropped-images-dev/PBYYN1VB2XQ_2.jpg,1,5,11132,NULL,NULL,1
244,0.1091,0.3053,0.7782,0.9247,cropped-images-dev/II2NT3FHH1F_2.jpg,1,5,11133,NULL,NULL,1
245,0.0727,0.1247,0.7964,0.8164,cropped-images-dev/GQCHBJ15PKH_2.jpg,1,5,11134,NULL,NULL,1
246,0.0691,0.0219,0.9018,0.958,cropped-images-dev/XMOHVBU9YTR_2.jpg,1,5,11135,NULL,NULL,1
248,0.3527,0.3303,0.8764,0.9914,cropped-images-dev/GOH5YWDW5YD_2.jpg,1,5,11137,NULL,NULL,1
250,0.2364,0.2942,0.7564,0.9553,cropped-images-dev/IWHVJR4L68P_2.jpg,1,5,11139,NULL,NULL,1
251,0.3236,0.0164,0.8691,0.9692,cropped-images-dev/2T3436QB9IG_2.jpg,1,5,11140,NULL,NULL,1
252,0.0327,0.183,0.9491,0.8358,cropped-images-dev/FMX5PXCPXUO_2.jpg,1,5,11141,NULL,NULL,1
253,0.3236,0.0025,0.8073,0.9942,cropped-images-dev/ZRKO9BPV0PU_2.jpg,1,5,11142,NULL,NULL,1
256,0.2291,0.1803,0.6727,0.9608,cropped-images-dev/EOAQABNS2GU_2.jpg,1,5,11145,NULL,NULL,1
257,0.2327,0.2136,0.7818,0.9886,cropped-images-dev/327OJLNFV1I_2.jpg,1,5,11146,NULL,NULL,1
258,0.2109,0.0525,0.9818,1,cropped-images-dev/0TNQCY6XAUA_3.jpg,1,5,11147,NULL,NULL,1
259,0.1927,0,0.7927,0.9525,cropped-images-dev/LQTOLEA6HOY_2.jpg,1,5,11148,NULL,NULL,1
260,0.3964,0.3275,0.9127,0.9553,cropped-images-dev/G62YS3904JZ_2.jpg,1,5,11149,NULL,NULL,1
261,0.1309,0.1775,1,1,cropped-images-dev/Q47998LGVDL_2.jpg,1,5,11150,NULL,NULL,1
262,0.0582,0.0803,0.6654,0.9942,cropped-images-dev/N9B6VUNIIHE_2.jpg,1,5,11151,NULL,NULL,1
263,0.1891,0.0219,0.9418,0.958,cropped-images-dev/09L0M5TLKPK_2.jpg,1,5,11152,NULL,NULL,1
265,0.2036,0.0719,0.6836,0.8942,cropped-images-dev/NR7MBUEJ7EY_2.jpg,1,5,11154,NULL,NULL,1
266,0.2582,0.0386,0.9346,0.9997,cropped-images-dev/PKTAQMRE3NO_2.jpg,1,5,11155,NULL,NULL,1
267,0.2654,0.0053,0.8146,0.983,cropped-images-dev/RMXV012CJ2L_2.jpg,1,5,11156,NULL,NULL,1
268,0.0618,0.1886,0.8618,0.9442,cropped-images-dev/YE9XJS9YFMD_2.jpg,1,5,11157,NULL,NULL,1
269,0.2327,0.0136,0.9454,1,cropped-images-dev/LZ3X3NYGTAI_2.jpg,1,5,11158,NULL,NULL,1
270,0.3527,0.0136,0.9636,0.983,cropped-images-dev/U8K1XRLWTBG_2.jpg,1,5,11160,NULL,NULL,1
271,0.0182,0.2803,0.6218,0.783,cropped-images-dev/FG3C7F8WB4X_2.jpg,1,5,11161,NULL,NULL,1
272,0.2618,0.2886,0.8982,0.9664,cropped-images-dev/W0ZFRUUXKFJ_2.jpg,1,5,11162,NULL,NULL,1
273,0.4982,0.1553,0.9891,0.8914,cropped-images-dev/6WQV13PKW5S_2.jpg,1,5,11163,NULL,NULL,1
274,0.2764,0.0136,0.8764,0.9553,cropped-images-dev/H9XM0YAJXVS_2.jpg,1,5,11164,NULL,NULL,1
275,0.0652,0.1242,0.9348,0.9807,cropped-images-dev/F2KAUBPDUFT_2.jpg,1,5,11205,NULL,NULL,1
276,0.0739,0.0024,0.9435,0.9764,cropped-images-dev/V1YQGN1JU9H_2.jpg,1,5,11206,NULL,NULL,1
277,0.0783,0.3459,0.9217,0.9938,cropped-images-dev/EMQ0LLVJ78K_2.jpg,1,5,11207,NULL,NULL,1
278,0.0913,0.0633,0.8956,0.9938,cropped-images-dev/IV4K8RP810B_2.jpg,1,5,11208,NULL,NULL,1
279,0.0609,0.0242,0.9348,0.9764,cropped-images-dev/0VSL6S5PC5K_2.jpg,1,5,11209,NULL,NULL,1
280,0.0696,0.2807,0.9609,0.9938,cropped-images-dev/YBRS2OIH2IR_2.jpg,1,5,11210,NULL,NULL,1
282,0.0913,0.3372,0.9478,1,cropped-images-dev/K1S1I6OWJ3Q_2.jpg,1,5,11212,NULL,NULL,1
283,0.0261,0.2416,0.987,0.985,cropped-images-dev/61NV4RXC61Z_2.jpg,1,5,11213,NULL,NULL,1
284,0.0826,0.4677,0.913,1,cropped-images-dev/31A0UKVB63T_2.jpg,1,5,11214,NULL,NULL,1
286,0.0478,0.0329,0.9652,0.9981,cropped-images-dev/2GCWLJLV9PT_2.jpg,1,5,11216,NULL,NULL,1
287,0.0522,0.0938,0.9565,1,cropped-images-dev/YFLLX3RB36A_2.jpg,1,5,11217,NULL,NULL,1
288,0.0609,0.3938,0.9652,1,cropped-images-dev/73PBAMQ3M5U_2.jpg,1,5,11218,NULL,NULL,1
289,0.0609,0.0285,0.9696,1,cropped-images-dev/UW306NAFRKS_2.jpg,1,5,11219,NULL,NULL,1
290,0.0957,0.0285,0.9044,1,cropped-images-dev/OGO412W10JT_2.jpg,1,5,11220,NULL,NULL,1
291,0.1522,0.0198,0.8478,1,cropped-images-dev/2XBZFL1YABE_2.jpg,1,5,11221,NULL,NULL,1
292,0.1696,0.1372,0.7522,0.8155,cropped-images-dev/207T5L4CKUV_2.jpg,1,5,11222,NULL,NULL,1
293,0.0696,0.0633,0.9391,1,cropped-images-dev/C33GGYDRRSL_2.jpg,1,5,11223,NULL,NULL,1
294,0.0087,0.2329,1,1,cropped-images-dev/FCY0S7MOC2E_2.jpg,1,5,11224,NULL,NULL,1
296,0.0261,0.5285,0.5304,0.9938,cropped-images-dev/O5Y9NZINRHQ_2.jpg,1,5,11226,NULL,NULL,1
297,0.0826,0.1372,0.913,1,cropped-images-dev/58BZ2R02JQZ_2.jpg,1,5,11227,NULL,NULL,1
298,0.06,0.0319,0.95,1,cropped-images-dev/C1CPNHCGCOA_2.jpg,1,5,11228,NULL,NULL,1
299,0.1478,0.0459,0.9217,0.9981,cropped-images-dev/ZX1FLOB3VEG_2.jpg,1,5,11229,NULL,NULL,1
300,0.0913,0.0285,0.9174,0.9938,cropped-images-dev/ZWFVTXEEHIV_2.jpg,1,5,11230,NULL,NULL,1
301,0.2565,0.1807,0.8565,0.8329,cropped-images-dev/SFWQFX8Z6NA_2.jpg,1,5,11231,NULL,NULL,1
302,0.0478,0.1459,0.9609,0.9938,cropped-images-dev/ZVQGG2VP9SR_2.jpg,1,5,11232,NULL,NULL,1
303,0,0,1,1,cropped-images-dev/MNRY08PCPPV_2.jpg,1,5,11233,NULL,NULL,1
304,0,0,1,1,cropped-images-dev/UWSQCZ795QR_2.jpg,1,5,11234,NULL,NULL,1
305,0.1,0.1242,0.9261,1,cropped-images-dev/S17FA6D2MTF_2.jpg,1,5,11235,NULL,NULL,1
306,0.0739,0.3068,0.9609,1,cropped-images-dev/RVOPO8A1OIC_2.jpg,1,5,11236,NULL,NULL,1
307,0.0522,0.3372,0.9609,1,cropped-images-dev/86TUP1RV1NH_2.jpg,1,5,11237,NULL,NULL,1
308,0.0826,0.0198,0.9304,1,cropped-images-dev/JNQER6WGE3G_2.jpg,1,5,11238,NULL,NULL,1
309,0.0522,0.3242,0.9826,1,cropped-images-dev/UDYMTAK7RMH_2.jpg,1,5,11239,NULL,NULL,1
310,0.02,0.4152,0.9933,0.9852,cropped-images-dev/F2YP5IGPLUZ_2.jpg,1,5,11240,NULL,NULL,1
