id,image_url,valid,,assigend_user_id,image,
12682,http://www.onlyfashionbags.com/wp-content/uploads/2016/03/Alligator-Purses-Handbags-5.jpg,1,NULL,2,original-images-dev/XF83IZ1WT3D_1.jpg,NULL
12685,https://img1.etsystatic.com/119/1/12065126/il_340x270.996040357_cfhn.jpg,1,NULL,2,original-images-dev/S4HM4UUE07P_1.jpg,NULL
12686,http://www.exoticleather.biz/media/catalog/product/cache/1/small_image/220x/9df78eab33525d08d6e5fb8d27136e95/i/s/isalb881_tan_big.jpg,1,NULL,2,original-images-dev/V13AX6U80YL_1.jpg,NULL
12688,https://img1.etsystatic.com/016/0/7753853/il_340x270.419484815_dov5.jpg,1,NULL,2,original-images-dev/GI18BCGKBDI_1.jpg,NULL
12689,https://a.1stdibscdn.com/archivesE/jewelry/upload/271/77/271_1341678098_2.jpg,1,NULL,2,original-images-dev/BMCV9432EEY_1.jpg,NULL
12690,https://a.1stdibscdn.com/archivesE/upload/1121189/v_954532/954532_l.jpg,1,NULL,2,original-images-dev/PN87WVDH3FV_1.jpg,NULL
12691,http://salihan.com/wp-content/uploads/2010/03/haaktas1_medium.jpg,1,NULL,2,original-images-dev/37BB3WPYBCI_1.jpg,NULL
12692,https://ae01.alicdn.com/kf/HTB1O89eIVXXXXbeXXXXq6xXFXXXX/Maras-dream-new-Women-Top-handle-bag-PU-Shoulder-bag-Alligator-Handbag-Charming-portable-Korean-style.jpg,1,NULL,2,original-images-dev/7JQWTUPP59G_1.jpg,NULL
12693,https://a.1stdibscdn.com/archivesC/jewelry/63/13/XXX_thumb_angle_1.jpg,1,NULL,2,original-images-dev/79NB5G0IN6E_1.jpg,NULL
12695,https://a.1stdibscdn.com/archivesE/jewelry/upload/259/436/XXX_259_1360001552_1.jpg,1,NULL,1,original-images-dev/SGQ4G486DZW_1.jpg,NULL
12696,https://ae01.alicdn.com/kf/HTB1jDzqRFXXXXbWaXXXq6xXFXXXi/BARHEE-Alligator-Handbag-and-Purse-Women-Tote-Bags-Retro-Crocodile-Pattern-Ladies-PU-Leather-Large-Capacity.jpg,1,NULL,1,original-images-dev/6SBBNM7D4DV_1.jpg,NULL
12697,https://ae01.alicdn.com/kf/HTB1iwT0QpXXXXaIapXXq6xXFXXXf/Brand-Business-Luxury-Genuine-Leather-Alligator-Handbag-Real-Cowhide-Laptop-Briefcase-Man-Bags-Shoulder-Bag-YS1310.jpg,1,NULL,1,original-images-dev/0D5U1OPKMBD_1.jpg,NULL
12698,https://ae01.alicdn.com/kf/HTB1HSH5LXXXXXXIXFXXq6xXFXXXz/Female-Handbag-Designers-Fashion-Alligator-Bags-Women-Shoulder-Bags-Small-Women-Messenger-Bag-Crossbody-Envelope-Bags.jpg,1,NULL,1,original-images-dev/4L7P9RSS5VM_1.jpg,NULL
12701,https://s-media-cache-ak0.pinimg.com/236x/dd/d3/ca/ddd3ca5cc70ccbc1ffabf132a98edb64.jpg,1,NULL,1,original-images-dev/Q4ZRGR41ACC_1.jpg,NULL
12702,https://ae01.alicdn.com/kf/HTB1zqzvRXXXXXa.XpXXq6xXFXXXG/Teridiva-font-b-Vintage-b-font-Crocodile-Handbags-Retro-Women-Messenger-font-b-Bags-b-font.jpg,1,NULL,1,original-images-dev/OODB9D5TVOA_1.jpg,NULL
12703,https://i.ebayimg.com/thumbs/images/g/du4AAOSwVJhZXSmV/s-l225.jpg,1,NULL,1,original-images-dev/ALGU6L4C0IL_1.jpg,NULL
12704,http://images.igavelauctions.com/x/161/Ca479288/6818_1.jpg,1,NULL,1,original-images-dev/DNF5RW1QOYB_1.jpg,NULL
12705,http://www.dann-online.com/CrocShop/CrocSh21.jpg,1,NULL,1,original-images-dev/ZOZWJQD3KWV_1.jpg,NULL
12706,https://ae01.alicdn.com/kf/HTB1Mt6bPpXXXXXgXVXXq6xXFXXXK/s-p-l-brand-korean-fashion-alligator-handbag-for-women-metal-pu-handle-bag-messenger-bag.jpg,1,NULL,1,original-images-dev/XNFMCP8G1ZQ_1.jpg,NULL
12707,https://ae01.alicdn.com/kf/HTB1nu43SpXXXXbnXXXXq6xXFXXXZ/2017-font-b-Alligator-b-font-Luxury-Genuine-Leather-Shell-Women-s-font-b-Handbags-b.jpg,1,NULL,1,original-images-dev/4SPFYC4G6RI_1.jpg,NULL
12708,https://img1.etsystatic.com/136/0/11208156/il_340x270.1096504951_3fzd.jpg,1,NULL,1,original-images-dev/IVJ4OGOFA1S_1.jpg,NULL
12710,http://www.exoticleather.biz/media/catalog/product/cache/1/small_image/220x/9df78eab33525d08d6e5fb8d27136e95/b/c/bcm547_black_big.jpg,1,NULL,1,original-images-dev/W1G08TJTIMY_1.jpg,NULL
12712,https://s-media-cache-ak0.pinimg.com/736x/d2/68/28/d26828fd54f0e2138504219e86702aa7--s-alligators.jpg,1,NULL,1,original-images-dev/1P232H370UU_1.jpg,NULL
12715,https://s-media-cache-ak0.pinimg.com/originals/74/91/2f/74912f21af35749ef0cd613f27bfbb6a.jpg,1,NULL,1,original-images-dev/48H6ATHX1SV_1.jpg,NULL
12717,http://i01.i.aliimg.com/wsphoto/v0/561146987_1/Fashion-Design-Ladies-Clutch-Classic-Shoulder-Bag-Handbag-Quilting-Chain-Cross-free-shipping-Wholesale-3105.jpg,1,NULL,1,original-images-dev/T4XB3KVSV5L_1.jpg,NULL
12718,http://image.dhgate.com/albu_231989862_00/1.0x0.jpg,1,NULL,1,original-images-dev/PJB7ITTAA6R_1.jpg,NULL
12719,https://s-media-cache-ak0.pinimg.com/736x/f6/05/3f/f6053f73d688cc8e6054557d3e61549f--burberry-plaid-burberry-purse.jpg,1,NULL,1,original-images-dev/R3Y8Q51GI2X_1.jpg,NULL
12720,https://ae01.alicdn.com/kf/HTB13R3BKpXXXXXAXVXXq6xXFXXXA/2015-New-High-Quality-Metal-PU-Leather-Bag-women-bag-handbag-women-handbag-women-leather-handbags.jpg_640x640.jpg,1,NULL,1,original-images-dev/7ZKIHWPXB0T_1.jpg,NULL
12721,https://ak0.scstatic.net/1/cdn2-cont6.sweetcouch.com/145333199824786274-caprese-tote-bag-handbag-orange.jpg,1,NULL,1,original-images-dev/J0ZDG29XXCW_1.jpg,NULL
12723,https://s-media-cache-ak0.pinimg.com/736x/ab/a7/a7/aba7a70ef9d18823cef7e41eca4b6fe4--leather-hobo-bags-black-leather-handbags.jpg,1,NULL,1,original-images-dev/PXS619TQZUJ_1.jpg,NULL
12724,https://s-media-cache-ak0.pinimg.com/736x/af/e5/da/afe5dae57b252a8ba3ca9eb68ff0c895--black-handbags-prada-handbags.jpg,1,NULL,1,original-images-dev/T951VJ4Z94B_1.jpg,NULL
12725,https://images-eu.ssl-images-amazon.com/images/I/41OXYYFwkAL._AC_UL260_SR200%2C260_.jpg,1,NULL,1,original-images-dev/5LJDJO39T7B_1.jpg,NULL
12726,http://zappos.com/images/z/3/8/3/5/5/5/3835556-p-MULTIVIEW.jpg,1,NULL,1,original-images-dev/5QUSMXQVGFR_1.jpg,NULL
12727,https://m.media-amazon.com/images/G/01/2017/tier-test/Trending_Categories_22._V506501807_.jpg,1,NULL,1,original-images-dev/IKQMTDL78MR_1.jpg,NULL
12728,https://m.media-amazon.com/images/G/01/2017/tier-test/Trending_Categories_19._V506501842_.jpg,1,NULL,1,original-images-dev/BM2A6GH05XN_1.jpg,NULL
12729,https://s-media-cache-ak0.pinimg.com/736x/32/a4/f6/32a4f6c6624e771556c27c9352e7ad44--luxury-bags-luxury-handbags.jpg,1,NULL,1,original-images-dev/UPD2T5M5LUA_1.jpg,NULL
12730,https://s-media-cache-ak0.pinimg.com/originals/48/7a/45/487a451097832cd743cd881430c56bfa.jpg,1,NULL,1,original-images-dev/EWW623BHX1C_1.jpg,NULL
12732,http://assets.myntassets.com/assets/images/1651515/2017/1/17/11484646286733-Roadster-Brown-Shoulder-Bag-9841484646286895-3.jpg,1,NULL,1,original-images-dev/DIAKDW05EVP_1.jpg,NULL
12733,https://media.gucci.com/style/White_South_0_160_470x470/1490121004/443496_K4DLT_1093_001_066_0011_Light-GG-Marmont-embroidered-velvet-bag.jpg,1,NULL,1,original-images-dev/A2OKLU1FODR_1.jpg,NULL
12735,https://s-media-cache-ak0.pinimg.com/736x/0f/9a/80/0f9a802e1789ac3cdd930d4207c4a412--tods-handbags-tods-bag.jpg,1,NULL,1,original-images-dev/5N0LSHUOP5R_1.jpg,NULL
12736,https://img1.etsystatic.com/063/1/8103088/il_340x270.772730869_8lqz.jpg,1,NULL,1,original-images-dev/NWV8UL4Q8MK_1.jpg,NULL
12737,https://s-media-cache-ak0.pinimg.com/736x/19/52/eb/1952eb7325fd72c46c6cc12618af796d--hermes-handbags-michael-kors-handbags-outlet.jpg,1,NULL,1,original-images-dev/PT0WCH30Q3J_1.jpg,NULL
12738,https://s-media-cache-ak0.pinimg.com/736x/2a/01/68/2a016833b236f7a4517d17f3992a448f--soft-leather-leather-totes.jpg,1,NULL,1,original-images-dev/UF7RAR4Q28C_1.jpg,NULL
12739,https://s-media-cache-ak0.pinimg.com/736x/f4/48/66/f448665b4fcdebfa01545995da2b0d8d--top-designer-handbags-designer-bags.jpg,1,NULL,1,original-images-dev/FFTKRWN8F8G_1.jpg,NULL
12742,http://zappos.com/images/z/3/7/4/9/8/6/3749868-p-MULTIVIEW.jpg,1,NULL,1,original-images-dev/KPNU3BVKOUQ_1.jpg,NULL
12743,https://s-media-cache-ak0.pinimg.com/736x/84/8a/6b/848a6b2b53a273d1d55cfa6e68d93fd6--lv-bags-gucci-bags.jpg,1,NULL,1,original-images-dev/CICYM09DIAV_1.jpg,NULL
12746,https://images-na.ssl-images-amazon.com/images/I/61nm910pCSL._AC_UL320_SR272%2C320_.jpg,1,NULL,2,original-images-dev/VZSSHAH2I2R_1.jpg,NULL
12747,https://s-media-cache-ak0.pinimg.com/236x/56/86/9d/56869dea7e63a0d18b4263d980a79e45--ethnic-bag-tooled-leather.jpg,1,NULL,2,original-images-dev/0Z4VM4WEE1Y_1.jpg,NULL
12748,https://images-na.ssl-images-amazon.com/images/I/71Q-n50Ec0L._UY395_.jpg,1,NULL,2,original-images-dev/9QJHQ2YR9PF_1.jpg,NULL
12749,https://s-media-cache-ak0.pinimg.com/736x/f7/69/b1/f769b14a8ec9e4c65b990dfaa3bc5f05--wallet-for-women-leather-women-wallet.jpg,1,NULL,2,original-images-dev/GQY7P4LTEVG_1.jpg,NULL
12752,https://s-media-cache-ak0.pinimg.com/736x/32/4b/13/324b130c72f023be6f9618b0ba9a91a0--womens-bucket-bags-custom-bags.jpg,1,NULL,2,original-images-dev/KB48FD45F0E_1.jpg,NULL
12753,https://s-media-cache-ak0.pinimg.com/736x/e1/2b/c6/e12bc6ebb47d7334689469986dcca301--grey-handbags-bucket-bags.jpg,1,NULL,2,original-images-dev/XRWQUU44NRC_1.jpg,NULL
12754,http://zappos.com/images/z/3/6/5/7/7/8/3657787-p-MULTIVIEW.jpg,1,NULL,2,original-images-dev/0C2PRV9S85D_1.jpg,NULL
12755,https://s-media-cache-ak0.pinimg.com/736x/ec/48/94/ec4894ac9e69d75392cfaff02783d9a7.jpg,1,NULL,2,original-images-dev/7UCOS9OZFKX_1.jpg,NULL
12756,https://s-media-cache-ak0.pinimg.com/736x/15/42/b4/1542b43cc89059af3ad3ddac9c4aea2c--orange-shoulder-bags-leather-shoulder-bags.jpg,1,NULL,2,original-images-dev/QYVRQPIXKNJ_1.jpg,NULL
12757,http://www.dhresource.com/albu_794089103_00-1.0x0/shoulder-bags-women-lady-pu-leather-bucket.jpg,1,NULL,2,original-images-dev/SU781EGD19S_1.jpg,NULL
12759,https://s-media-cache-ak0.pinimg.com/736x/c3/6f/18/c36f185a475332f3b248fc72f2d52e9c--radley-handbags-pink-handbags.jpg,1,NULL,2,original-images-dev/0PZBMVK09OF_1.jpg,NULL
12760,https://s-media-cache-ak0.pinimg.com/736x/4f/c5/c4/4fc5c45a20fb306dd06b8fbfa2d5ffe2--luxury-handbags-womens-handbags.jpg,1,NULL,2,original-images-dev/7FMWDRCYWIU_1.jpg,NULL
12761,https://s-media-cache-ak0.pinimg.com/736x/00/67/e4/0067e46089bf56b08e484f1155d7d585--purse-strap-orange-handbag.jpg,1,NULL,2,original-images-dev/KR3TASBHWJZ_1.jpg,NULL
12763,https://s-media-cache-ak0.pinimg.com/736x/93/10/75/9310758567811c7621b3c6367e412a3b--yellow-purses-yellow-handbag.jpg,1,NULL,2,original-images-dev/5NH5MK0BRFG_1.jpg,NULL
12764,http://www.chanel.com/dam/fashion/catalog/collections/17S/HDB/products/A58600/A58600Y6142194305/large_2_55_flap_bag-zoom.jpg,1,NULL,2,original-images-dev/T74AEZ5RAKQ_1.jpg,NULL
12765,https://s-media-cache-ak0.pinimg.com/736x/10/43/e2/1043e214d92c14bce8ab45ebd61c87f1--saint-laurent-purse-yves-saint-laurent.jpg,1,NULL,2,original-images-dev/HC127DBG1ON_1.jpg,NULL
12766,https://s-media-cache-ak0.pinimg.com/736x/e7/66/51/e76651ada88f065adbef60fdd7972558--orange-tote-bags-orange-handbag.jpg,1,NULL,2,original-images-dev/G5OLZB2OHJP_1.jpg,NULL
12767,https://s-media-cache-ak0.pinimg.com/736x/6b/25/2b/6b252bc86a194c4f7e602d6e6cb2fccc--black-leather-handbags-leather-man-bags.jpg,1,NULL,2,original-images-dev/M5VMDYJHT4R_1.jpg,NULL
12768,https://s-media-cache-ak0.pinimg.com/736x/dd/db/86/dddb86db3fb6d9b9fa3f16817c020a8f--shoulder-handbags-leather-shoulder-bags.jpg,1,NULL,2,original-images-dev/QB08AW87F8R_1.jpg,NULL
12769,https://i.ytimg.com/vi/JcHQlV50NYo/maxresdefault.jpg,1,NULL,2,original-images-dev/573E1SFK0NY_1.jpg,NULL
12771,https://s-media-cache-ak0.pinimg.com/736x/0d/dc/f0/0ddcf004776b17042f237484399218eb--tote-bags-crossbody-bags.jpg,1,NULL,2,original-images-dev/DS3Z7JKWZBS_1.jpg,NULL
12772,https://s-media-cache-ak0.pinimg.com/736x/77/b8/ed/77b8edf8d73a5768aaebbca4dd790315--mango-handbags-hand-bags.jpg,1,NULL,2,original-images-dev/SH137XSPH8K_1.jpg,NULL
12773,https://s-media-cache-ak0.pinimg.com/736x/f5/f6/e1/f5f6e142638e914b5a9f6c551e54f4a3--grey-handbags-prada-handbags.jpg,1,NULL,2,original-images-dev/WUXDT2W7CKO_1.jpg,NULL
12775,https://images-na.ssl-images-amazon.com/images/I/71bLdw6ziXL._UY395_.jpg,1,NULL,2,original-images-dev/ZOAY6L5RZQB_1.jpg,NULL
12776,https://i.ebayimg.com/thumbs/images/g/s3AAAOSwnHZYk1Ss/s-l225.jpg,1,NULL,2,original-images-dev/VZY1K07ZW5K_1.jpg,NULL
12777,https://s-media-cache-ak0.pinimg.com/736x/28/e9/4b/28e94bcde2cb29fa583c37f195748246--valentino-purse-valentino-handbags.jpg,1,NULL,2,original-images-dev/D5TO0ZZG6SV_1.jpg,NULL
12778,https://s-media-cache-ak0.pinimg.com/736x/87/cd/cb/87cdcbd30b472875b94cbbdb195cb2d2--handbag-patterns-moschino-bag.jpg,1,NULL,2,original-images-dev/C3BXY0V9IOL_1.jpg,NULL
12779,https://s-media-cache-ak0.pinimg.com/736x/18/6a/1f/186a1f16b93634b88273553bf6cf1673--green-shoulder-bags-shoulder-handbags.jpg,1,NULL,2,original-images-dev/PKJ3F9HVE6O_1.jpg,NULL
12780,https://s-media-cache-ak0.pinimg.com/736x/7d/0d/3f/7d0d3f790f0c65bc4d6abd65c4c15258--orange-purse-chloe-handbags.jpg,1,NULL,2,original-images-dev/RIZA8CHXTGM_1.jpg,NULL
12781,https://s-media-cache-ak0.pinimg.com/736x/75/b9/2a/75b92ae82ca11ed0ebe0eca31b46a3de--burberry-shoes-burberry-handbags.jpg,1,NULL,2,original-images-dev/YGZDCLFRDUI_1.jpg,NULL
12782,https://images-na.ssl-images-amazon.com/images/I/81SC87CnnfL._SY500_.jpg,1,NULL,2,original-images-dev/Q9GWVHRMOJA_1.jpg,NULL
12783,https://i.ytimg.com/vi/5TZzzs6Pp8Y/maxresdefault.jpg,1,NULL,2,original-images-dev/ABRVL3MR2JW_1.jpg,NULL
12784,https://s-media-cache-ak0.pinimg.com/736x/b2/33/ab/b233abcb3b02f2696ea609705f2f5562--handbags-michael-kors-mk-handbags.jpg,1,NULL,2,original-images-dev/2A8V45NVDHW_1.jpg,NULL
12785,https://images-eu.ssl-images-amazon.com/images/I/419e%2BQ1lJXL._AC_UL260_SR200%2C260_.jpg,1,NULL,2,original-images-dev/DXV0NUTN97K_1.jpg,NULL
12786,https://item1.tradesy.com/images/category/seo/category-seo-5792708439d91.jpg,1,NULL,2,original-images-dev/D7AEJWNF7GH_1.jpg,NULL
12787,https://s-media-cache-ak0.pinimg.com/736x/4f/1e/86/4f1e86e7c106ce9f08af4daf194ad270--hobos--shoulder-bags-shoulder-handbags.jpg,1,NULL,2,original-images-dev/MWTLVPTQUWZ_1.jpg,NULL
12788,http://ecx.images-amazon.com/images/I/41wJGbbuo%2BL._AC_UL260_SR200%2C260_.jpg,1,NULL,2,original-images-dev/EJA0061P3VR_1.jpg,NULL
12789,https://s-media-cache-ak0.pinimg.com/736x/47/a0/c4/47a0c424c0a4ad2585f463e708d8d978--floral-purses-men-shoulder-bag.jpg,1,NULL,2,original-images-dev/93IVLOTWOGM_1.jpg,NULL
12790,https://cdn0.rubylane.com/shops/thatpurseplace/rl48935.1L.jpg,NULL,NULL,2,,NULL
12791,https://img1.etsystatic.com/051/0/6320450/il_570xN.736415085_opw0.jpg,1,NULL,2,original-images-dev/9LTB16M63TU_1.jpg,NULL
12792,https://img1.etsystatic.com/000/0/6320450/il_340x270.276660777.jpg,1,NULL,2,original-images-dev/47KA6ZF3YZV_1.jpg,NULL
12794,http://www.dhresource.com/0x0s/f2-albu-g3-M01-7E-1F-rBVaHVX_xgCAIwuEAAL91la_r0k968.jpg/wholesale-sapphire-blue-beaded-handbag-quality.jpg,1,NULL,2,original-images-dev/0WA5EH2OO4G_1.jpg,NULL
12795,http://www.theredgecko.co.uk/ekmps/shops/theredgecko/images/beaded-handbag-gold-1102-p.jpg,1,NULL,1,original-images-dev/8DAPNHJ5ENG_1.jpg,NULL
12797,https://s-media-cache-ak0.pinimg.com/736x/58/da/33/58da338bbae52fc8a3d8cd732d940437--beaded-clutch-beaded-bags.jpg,1,NULL,1,original-images-dev/VE5RDFQY8CE_1.jpg,NULL
12798,https://img1.etsystatic.com/033/0/6320450/il_fullxfull.544813729_qr9s.jpg,1,NULL,1,original-images-dev/YTJ08WCIIVD_1.jpg,NULL
12799,https://ae01.alicdn.com/kf/HTB1RcDaJpXXXXcxXpXXq6xXFXXXX/women-pearl-hand-bags-Handmade-beaded-bag-ladies-handbag-shoulder-bags-Hand-made-women-s-handbag.jpg,1,NULL,1,original-images-dev/DXVZVT6LS9N_1.jpg,NULL
12800,http://www.purseblog.com/images/2013/11/Chanel-Beaded-Flap-Bag-Blue.jpg,1,NULL,1,original-images-dev/FQG07WNQ8HR_1.jpg,NULL
12801,https://3.imimg.com/data3/JJ/RK/MY-8240705/beaded-handbag-250x250.jpg,1,NULL,1,original-images-dev/9ENSS5FA6JS_1.jpg,NULL
12802,http://4.bp.blogspot.com/-bDPd2CUt6a4/VUy6anRgEOI/AAAAAAAAjnE/aCnYFh1kTuM/s1600/diy-beaded-handbag-crafts-orange-white.jpg,1,NULL,1,original-images-dev/QZME486UO6A_1.jpg,NULL
12803,https://dtpmhvbsmffsz.cloudfront.net/posts/2016/04/12/570d94192de51242dc00962b/m_570d941a2de51242dc00962c.jpg,1,NULL,1,original-images-dev/P3K0FO1GJGP_1.jpg,NULL
12804,https://3.imimg.com/data3/IT/BE/MY-9422076/beaded-handbag-250x250.jpg,1,NULL,1,original-images-dev/VRV9M610COY_1.jpg,NULL
12805,https://img1.etsystatic.com/003/0/6320450/il_fullxfull.356465415_agtl.jpg,1,NULL,1,original-images-dev/Z0Y8C736C2M_1.jpg,NULL
12806,http://upload.ecvv.com/upload/Product/20117/China_Beaded_Woven_Handbag_102402011725955289.jpg,1,NULL,1,original-images-dev/WB6ZMJAPK0A_1.jpg,NULL
12807,http://www.allthingstrendy.com/images/magictoolbox_cache/80543c918ed05ba09145ba56f4b3651f/2/3/2351/original/300702989/Navy_Blue_Vintage_Purse_2h.jpg,1,NULL,1,original-images-dev/E33I9SP4QOS_1.jpg,NULL
12808,https://s-media-cache-ak0.pinimg.com/originals/28/2d/0e/282d0e202408eb933488dd23e314114a.jpg,1,NULL,1,original-images-dev/7SVHNL5OG6O_1.jpg,NULL
12810,http://1.bp.blogspot.com/-OIyP_xgUwL0/T8cez9FhDDI/AAAAAAAAAGs/1QuvSQx7jvk/s1600/1950.700.jpg,1,NULL,1,original-images-dev/W8H6VQSZE4D_1.jpg,NULL
12811,https://perfectdetails.com/mm5/graphics/00000002/beaded-bag-xl.jpg,1,NULL,1,original-images-dev/7ZJ1L2K6NHM_1.jpg,NULL
12812,https://s-media-cache-ak0.pinimg.com/736x/ef/9f/2d/ef9f2dffe54f290333054c7aa0d2fec4--beaded-bags-beaded-jewelry.jpg,1,NULL,1,original-images-dev/LSSLTOI411N_1.jpg,NULL
12813,https://img0.etsystatic.com/000/0/6320450/il_570xN.342999432.jpg,1,NULL,1,original-images-dev/KUG9SPF8P6D_1.jpg,NULL
12814,http://i00.i.aliimg.com/wsphoto/v0/1213413346/New-arrival-fashion-diy-handmade-beaded-women-s-handbag-material-bags-spare-parts-handbag-cross-body.jpg,1,NULL,1,original-images-dev/68O3TAYB19N_1.jpg,NULL
12818,http://handbag.bcbali.com/wp-content/uploads/2011/04/beaded-purses-natural.jpg,1,NULL,1,original-images-dev/1ED9U6M3QUB_1.jpg,NULL
12819,https://img1.etsystatic.com/020/0/6850452/il_340x270.519603343_rypw.jpg,1,NULL,1,original-images-dev/A7K0L9I4MQK_1.jpg,NULL
12820,https://img1.etsystatic.com/000/0/6320450/il_340x270.336284773.jpg,1,NULL,1,original-images-dev/A9EIV9OVHEC_1.jpg,NULL
12821,http://photos.myjoyonline.com/photos/news/201508/4966299694238_5091226096989.jpg,1,NULL,1,original-images-dev/YKNJRH7IQZW_1.jpg,NULL
12822,https://sc01.alicdn.com/kf/HTB1QwRpLpXXXXXKXXXXq6xXFXXX4/Colored-African-beaded-bags.jpg,1,NULL,1,original-images-dev/ICUYISGHY9J_1.jpg,NULL
12827,https://s-media-cache-ak0.pinimg.com/736x/30/ab/03/30ab03c5ea51329f92224cea3b465337--beaded-bags-beaded-purses.jpg,1,NULL,1,original-images-dev/USNAUTEFI9O_1.jpg,NULL
12829,https://ae01.alicdn.com/kf/HTB1HXh9KFXXXXbXXFXXq6xXFXXXH/Free-shipping-Handmade-beaded-cheongsam-beaded-bag-paillette-scales-bridal-women-s-handbag-evening-tote-bag.jpg,1,NULL,1,original-images-dev/7W18NHI8MZQ_1.jpg,NULL
12830,https://s-media-cache-ak0.pinimg.com/originals/96/18/12/9618126d3604cdaee8b9d5df84fe5c19.jpg,1,NULL,1,original-images-dev/C9PK2UCI6AY_1.jpg,NULL
