id,left,top,right,bottom,image,valid,user,origin_source_id,category_id,,
127,0.33,0.6611,0.6714,0.9811,cropped-images-dev/ZJ8Y7VSQ4TY_1.jpg,1,1,12739,85,NULL,NULL
129,0,0,1,1,cropped-images-dev/P9N3T8SOQPY_1.jpg,1,1,12742,86,NULL,NULL
130,0,0,1,1,cropped-images-dev/E8P34HHLRZS_1.jpg,1,1,12743,87,NULL,NULL
131,0,0,1,1,cropped-images-dev/5HPTMX6QKQL_1.jpg,1,1,12795,88,NULL,NULL
132,0,0,1,1,cropped-images-dev/Q8DXTBN1GDP_1.jpg,1,1,12797,89,NULL,NULL
133,0.1367,0.0826,0.9088,0.9346,cropped-images-dev/LB75H6LWZYV_2.jpg,1,1,12798,90,NULL,NULL
134,0,0,0.9517,0.9817,cropped-images-dev/MC9SSDNEK9O_2.jpg,NULL,1,12799,NULL,NULL,NULL
135,0,0,1,1,cropped-images-dev/675Q048QO2L_1.jpg,NULL,9,12800,NULL,NULL,NULL
136,0,0,1,1,cropped-images-dev/TDG37BPS5MZ_1.jpg,NULL,9,12801,NULL,NULL,NULL
137,0,0,1,1,cropped-images-dev/MPA3HI3H4DZ_1.jpg,NULL,9,12802,NULL,NULL,NULL
138,0.0052,0.0328,0.9793,0.9655,cropped-images-dev/X89H0Q2RW8P_2.jpg,NULL,9,12803,NULL,NULL,NULL
139,0,0,1,1,cropped-images-dev/76JKTNWCS7R_1.jpg,NULL,9,12804,NULL,NULL,NULL
140,0,0,1,1,cropped-images-dev/5PUUZGO9MVK_1.jpg,NULL,9,12805,NULL,NULL,NULL
141,0.056,0.0677,0.726,0.9733,cropped-images-dev/B7ZQGI5T15Z_1.jpg,NULL,9,12806,NULL,NULL,NULL
142,0,0,1,1,cropped-images-dev/5ENMIBCTKHJ_1.jpg,NULL,9,12807,NULL,NULL,NULL
143,0.1325,0.547,0.7627,0.861,cropped-images-dev/SAV820FL1XJ_1.jpg,NULL,9,12808,NULL,NULL,NULL
144,0,0,1,1,cropped-images-dev/8EXTC0BDQEC_1.jpg,NULL,9,12810,NULL,NULL,NULL
145,0,0,1,1,cropped-images-dev/9K6WQT7SBGM_1.jpg,NULL,9,12811,NULL,NULL,NULL
146,0,0,1,1,cropped-images-dev/R1J8QY15LUF_1.jpg,NULL,9,12812,NULL,NULL,NULL
147,0,0,1,1,cropped-images-dev/BBBYC1PLHTR_1.jpg,NULL,9,12813,NULL,NULL,NULL
148,0,0,1,1,cropped-images-dev/7G7K1E974IW_1.jpg,NULL,9,12814,NULL,NULL,NULL
149,0,0,1,1,cropped-images-dev/U3DDDKXXBTX_1.jpg,NULL,9,12818,NULL,NULL,NULL
150,0,0,1,1,cropped-images-dev/1WIW6ZSGRAB_1.jpg,NULL,9,12819,NULL,NULL,NULL
151,0,0,1,1,cropped-images-dev/8YFCJTG4APL_1.jpg,NULL,9,12820,NULL,NULL,NULL
152,0,0,1,1,cropped-images-dev/IJQ3TCY5S6H_1.jpg,NULL,9,12821,NULL,NULL,NULL
153,0,0,1,1,cropped-images-dev/YPXIGFBUJGM_1.jpg,NULL,9,12822,NULL,NULL,NULL
155,0,0,1,1,cropped-images-dev/YTFMZVJDEJU_1.jpg,NULL,9,12827,NULL,NULL,NULL
156,0,0,1,1,cropped-images-dev/EW5RXR491SR_1.jpg,NULL,9,12829,NULL,NULL,NULL
157,0,0,1,1,cropped-images-dev/3SSDYJVC8WO_1.jpg,NULL,9,12830,NULL,NULL,NULL
158,0,0,1,1,cropped-images-dev/AYOHWK9BWDV_1.jpg,NULL,9,12832,NULL,NULL,NULL
159,0,0,1,1,cropped-images-dev/ZHRHF9HBN3X_1.jpg,NULL,9,12833,NULL,NULL,NULL
160,0,0,1,1,cropped-images-dev/AINBIH88LCR_1.jpg,NULL,9,12835,NULL,NULL,NULL
161,0,0,1,1,cropped-images-dev/XD6BFD70QSX_1.jpg,NULL,9,12836,NULL,NULL,NULL
162,0,0,1,1,cropped-images-dev/6Z0MF9EEU1B_1.jpg,NULL,9,12837,NULL,NULL,NULL
163,0.055,0.0444,0.9367,0.9983,cropped-images-dev/IWWE5RIYP2D_1.jpg,NULL,9,12838,NULL,NULL,NULL
164,0,0,1,1,cropped-images-dev/1ER2H32RJFL_1.jpg,NULL,9,12839,NULL,NULL,NULL
165,0,0,1,1,cropped-images-dev/BZYDL69MHLB_1.jpg,NULL,9,12843,NULL,NULL,NULL
166,0,0,1,1,cropped-images-dev/0IO3O4WX7CW_1.jpg,NULL,9,12844,NULL,NULL,NULL
167,0.0192,0.2966,0.585,0.7591,cropped-images-dev/2RTMVZ97LZM_1.jpg,NULL,9,12846,NULL,NULL,NULL
168,0,0,1,1,cropped-images-dev/47ACYSIG8XV_1.jpg,NULL,9,12847,NULL,NULL,NULL
169,0.115,0.1483,0.8933,0.6433,cropped-images-dev/38LKC96S5LQ_1.jpg,NULL,9,12848,NULL,NULL,NULL
170,0,0,1,1,cropped-images-dev/21DLQ5OQ5CX_1.jpg,NULL,9,12849,NULL,NULL,NULL
171,0.031,0.0915,0.9476,0.9869,cropped-images-dev/L77E6HWE49O_1.jpg,NULL,9,12851,NULL,NULL,NULL
172,0.6736,0.0126,0.9844,0.2903,cropped-images-dev/FLIXAKT3M1Q_1.jpg,NULL,9,12853,NULL,NULL,NULL
173,0.0525,0.1272,0.8624,0.7172,cropped-images-dev/2BAJ2GNWOZS_1.jpg,NULL,9,12854,NULL,NULL,NULL
174,0,0,1,1,cropped-images-dev/AM5C3VGHSNS_1.jpg,NULL,9,12855,NULL,NULL,NULL
175,0,0,1,1,cropped-images-dev/223XK5FVPQF_1.jpg,NULL,9,12856,NULL,NULL,NULL
177,0,0,1,1,cropped-images-dev/TBQ4B1B0FKL_1.jpg,NULL,9,12858,NULL,NULL,NULL
178,0.1625,0.0388,0.825,0.3815,cropped-images-dev/Q03G0MY745H_1.jpg,NULL,9,12859,NULL,NULL,NULL
179,0.0533,0.0487,0.94,0.8021,cropped-images-dev/OXIPY29UX8M_1.jpg,NULL,9,12862,NULL,NULL,NULL
180,0,0,1,1,cropped-images-dev/60QG4ADVATA_1.jpg,NULL,9,12864,NULL,NULL,NULL
181,0.037,0.1342,0.971,0.8532,cropped-images-dev/T8WV0LD8I0Y_1.jpg,NULL,9,12866,NULL,NULL,NULL
182,0,0,1,1,cropped-images-dev/1P5J62WYNUH_1.jpg,NULL,9,12867,NULL,NULL,NULL
183,0.0082,0.0273,0.4959,0.8475,cropped-images-dev/R5K83RQ7PMM_1.jpg,NULL,9,12868,NULL,NULL,NULL
184,0,0,1,1,cropped-images-dev/AK5U6CER01A_1.jpg,NULL,9,12870,NULL,NULL,NULL
185,0,0,1,1,cropped-images-dev/IWHBKYGXYEA_1.jpg,1,2,12871,36,NULL,NULL
186,0,0,1,1,cropped-images-dev/WUC4GN8C1WD_1.jpg,1,2,12872,37,NULL,NULL
187,0.0738,0.0873,0.9,0.843,cropped-images-dev/SGYVLN3A9SB_1.jpg,1,2,12873,38,NULL,NULL
188,0.0885,0.0201,0.9654,1,cropped-images-dev/OYYLY35UV6Q_1.jpg,1,2,12874,39,NULL,NULL
189,0,0,1,1,cropped-images-dev/DKLZOWTP7NK_1.jpg,1,2,12875,40,NULL,NULL
190,0.045,0.049,0.9588,0.864,cropped-images-dev/0ONBCJLAWSB_1.jpg,1,2,12876,41,NULL,NULL
191,0,0,1,1,cropped-images-dev/9NMM6J0G56R_1.jpg,1,2,12877,42,NULL,NULL
193,0,0,1,1,cropped-images-dev/72CQMJKBIDU_1.jpg,NULL,2,12879,NULL,NULL,NULL
195,0,0,1,1,cropped-images-dev/SGU5CKSCUZC_1.jpg,NULL,2,12881,NULL,NULL,NULL
196,0,0,1,1,cropped-images-dev/ZJ8CQELHJDF_1.jpg,NULL,2,12882,NULL,NULL,NULL
197,0.394,0.5009,0.962,0.9949,cropped-images-dev/F9K7J4X9ZLJ_1.jpg,NULL,2,12883,NULL,NULL,NULL
198,0,0,1,1,cropped-images-dev/5U4U8MU3IOQ_1.jpg,NULL,2,12884,NULL,NULL,NULL
200,0,0,1,1,cropped-images-dev/3TTMKKZV8WV_1.jpg,NULL,2,12945,NULL,NULL,NULL
201,0,0,1,1,cropped-images-dev/HVDIGNWMVKG_1.jpg,NULL,2,12946,NULL,NULL,NULL
202,0,0,1,1,cropped-images-dev/U7R8R09H38U_1.jpg,NULL,2,12947,NULL,NULL,NULL
203,0,0,1,1,cropped-images-dev/RBL7D44B13S_1.jpg,NULL,2,12948,NULL,NULL,NULL
204,0,0,1,1,cropped-images-dev/F3AFU7QVY6T_1.jpg,NULL,2,12949,NULL,NULL,NULL
205,0,0,1,1,cropped-images-dev/FE8K2XVU77U_1.jpg,NULL,2,12950,NULL,NULL,NULL
206,0,0,1,1,cropped-images-dev/Y3SP2TF085S_1.jpg,NULL,2,12951,NULL,NULL,NULL
207,0,0,1,1,cropped-images-dev/NIDW0P9KVOY_1.jpg,NULL,2,12952,NULL,NULL,NULL
208,0,0,1,1,cropped-images-dev/RYSJ7JKXVAE_1.jpg,NULL,2,12953,NULL,NULL,NULL
209,0.0269,0.1445,0.9731,0.9752,cropped-images-dev/H4ROQX66O4I_1.jpg,NULL,2,12954,NULL,NULL,NULL
210,0,0,1,1,cropped-images-dev/RRKUUC0EQBF_1.jpg,NULL,2,12955,NULL,NULL,NULL
211,0,0,1,1,cropped-images-dev/6DY5WAE4O8K_1.jpg,NULL,2,12956,NULL,NULL,NULL
212,0,0,1,1,cropped-images-dev/8JM6ZM9075V_1.jpg,NULL,2,12957,NULL,NULL,NULL
213,0,0,1,1,cropped-images-dev/ZANDHZ9AZAZ_1.jpg,NULL,2,12958,NULL,NULL,NULL
214,0,0,1,1,cropped-images-dev/QUF803JXPDV_1.jpg,NULL,2,12959,NULL,NULL,NULL
215,0.015,0.3194,0.99,0.9065,cropped-images-dev/XURIDZEI07N_1.jpg,NULL,2,12960,NULL,NULL,NULL
216,0,0,1,1,cropped-images-dev/OUW2TJZYTRM_1.jpg,NULL,2,12961,NULL,NULL,NULL
217,0.0125,0.2878,0.9875,0.9272,cropped-images-dev/FT696ED0Y8A_1.jpg,NULL,2,12962,NULL,NULL,NULL
218,0,0,1,1,cropped-images-dev/1DYSTSEVLOT_1.jpg,NULL,2,12964,NULL,NULL,NULL
219,0,0,1,1,cropped-images-dev/6EKGGML8Z4S_1.jpg,NULL,2,12965,NULL,NULL,NULL
220,0,0,1,1,cropped-images-dev/IQF2XG0DGCO_1.jpg,NULL,2,12966,NULL,NULL,NULL
221,0,0,1,1,cropped-images-dev/BVW2VNBJBCD_1.jpg,NULL,2,12967,NULL,NULL,NULL
222,0,0,1,1,cropped-images-dev/ECT0FM90W6F_1.jpg,NULL,2,12968,NULL,NULL,NULL
223,0,0,1,1,cropped-images-dev/9E8XLGB8ZMQ_1.jpg,NULL,2,12969,NULL,NULL,NULL
224,0,0,1,1,cropped-images-dev/PKB141CY8GE_1.jpg,NULL,2,12970,NULL,NULL,NULL
225,0.0088,0.0045,0.7762,0.9844,cropped-images-dev/C70SB14TPWJ_1.jpg,NULL,2,12971,NULL,NULL,NULL
226,0,0,1,1,cropped-images-dev/EPUOM3GIMMB_1.jpg,NULL,2,12972,NULL,NULL,NULL
227,0,0,1,1,cropped-images-dev/60YU57BJ3BR_1.jpg,NULL,2,12973,NULL,NULL,NULL
228,0.8081,0.3296,0.9932,0.7332,cropped-images-dev/BI173C431JC_1.jpg,NULL,2,12974,NULL,NULL,NULL
229,0,0,1,1,cropped-images-dev/F694J6N7C2Y_1.jpg,NULL,2,12975,NULL,NULL,NULL
230,0.2123,0.199,0.8632,0.9715,cropped-images-dev/IGBNKPVL9JR_1.jpg,NULL,2,12976,NULL,NULL,NULL
231,0,0,1,1,cropped-images-dev/HS6VQFM90LT_1.jpg,NULL,2,12978,NULL,NULL,NULL
232,0,0,1,1,cropped-images-dev/D0V0PRJGAAK_1.jpg,NULL,2,12980,NULL,NULL,NULL
233,0,0,1,1,cropped-images-dev/Q34PZBG6ZBA_1.jpg,NULL,2,12981,NULL,NULL,NULL
234,0,0,1,1,cropped-images-dev/L0TAD9DNW7Z_1.jpg,NULL,2,12982,NULL,NULL,NULL
235,0,0,1,1,cropped-images-dev/TTVPVN6BGBZ_1.jpg,NULL,9,12983,NULL,NULL,NULL
236,0,0,1,1,cropped-images-dev/Q31Q4F92K0K_1.jpg,NULL,9,12984,NULL,NULL,NULL
237,0.0581,0.0567,0.8936,0.9566,cropped-images-dev/TZZEC431GCS_1.jpg,NULL,9,12985,NULL,NULL,NULL
238,0,0,1,1,cropped-images-dev/PQ0ML2UE1WG_1.jpg,NULL,9,12986,NULL,NULL,NULL
239,0.0825,0.0095,0.9912,0.977,cropped-images-dev/AYKJ59X3AIN_1.jpg,NULL,9,12987,NULL,NULL,NULL
240,0.0626,0.2152,0.9314,0.9141,cropped-images-dev/FIUH4AZZUUZ_1.jpg,NULL,9,12988,NULL,NULL,NULL
241,0,0,1,1,cropped-images-dev/CDCVCQN0MBZ_1.jpg,NULL,9,12989,NULL,NULL,NULL
242,0.0547,0.1556,0.3266,0.6493,cropped-images-dev/WLJ6G0NOOOG_1.jpg,NULL,9,12990,NULL,NULL,NULL
243,0.0113,0.0485,0.9094,1,cropped-images-dev/8MYN6SHKYQN_1.jpg,NULL,9,12991,NULL,NULL,NULL
244,0,0,1,1,cropped-images-dev/DZ4JBZGVLCJ_1.jpg,NULL,9,12992,NULL,NULL,NULL
245,0,0,1,1,cropped-images-dev/XVM5GUFZ3QI_1.jpg,NULL,9,12993,NULL,NULL,NULL
246,0,0,1,1,cropped-images-dev/SV2T8R2T41B_1.jpg,NULL,9,12994,NULL,NULL,NULL
247,0.5712,0.5857,0.995,0.9207,cropped-images-dev/02O5SWMIJBK_1.jpg,NULL,9,12995,NULL,NULL,NULL
249,0.055,0,0.8555,0.9819,cropped-images-dev/RV2KVU4ERWK_1.jpg,NULL,9,12997,NULL,NULL,NULL
250,0,0,1,1,cropped-images-dev/ZN5OIEK6MME_1.jpg,NULL,9,12998,NULL,NULL,NULL
251,0,0,1,1,cropped-images-dev/N9J9B515S4M_1.jpg,NULL,9,12999,NULL,NULL,NULL
252,0.0441,0.2129,0.9898,0.9827,cropped-images-dev/1FSMTTZXVZY_1.jpg,NULL,9,13000,NULL,NULL,NULL
253,0.23,0.233,0.8167,0.9563,cropped-images-dev/R3D0WMKFOTC_1.jpg,NULL,9,13001,NULL,NULL,NULL
254,0.1388,0.0399,0.9592,0.7337,cropped-images-dev/AXBZZR11TYU_1.jpg,NULL,9,13002,NULL,NULL,NULL
255,0,0,1,1,cropped-images-dev/ETZJZK8FYRJ_1.jpg,NULL,9,13003,NULL,NULL,NULL
256,0,0,1,1,cropped-images-dev/5GUHOMRP39D_1.jpg,NULL,9,13004,NULL,NULL,NULL
257,0,0,1,1,cropped-images-dev/DFYXLWEIBFQ_1.jpg,NULL,9,13005,NULL,NULL,NULL
258,0.0049,0.0914,0.7475,0.873,cropped-images-dev/YLIM5J2F18D_1.jpg,NULL,9,13006,NULL,NULL,NULL
259,0.0971,0.0078,0.9336,0.9924,cropped-images-dev/XJO2TAFJFZF_1.jpg,NULL,9,13007,NULL,NULL,NULL
260,0.058,0.6231,0.34,1,cropped-images-dev/PO3M9Y0VAJA_1.jpg,NULL,9,13008,NULL,NULL,NULL
261,0.1226,0,0.9097,1,cropped-images-dev/AMREVHQ1ZEI_1.jpg,NULL,9,13009,NULL,NULL,NULL
262,0,0,1,1,cropped-images-dev/EH1U3QP3J0A_1.jpg,NULL,9,13010,NULL,NULL,NULL
263,0.1508,0.018,0.8635,0.913,cropped-images-dev/078A4MLL5NJ_1.jpg,NULL,9,13013,NULL,NULL,NULL
264,0.0105,0.0065,0.9842,0.8289,cropped-images-dev/4ICOU42G3ZX_1.jpg,NULL,9,13014,NULL,NULL,NULL
265,0.082,0.3556,0.6073,0.8569,cropped-images-dev/L09DL1T0CLR_1.jpg,NULL,9,13015,NULL,NULL,NULL
266,0,0,1,1,cropped-images-dev/Z4HG52XP4WN_1.jpg,NULL,9,13016,NULL,NULL,NULL
267,0.0937,0.0014,0.9637,1,cropped-images-dev/AKIPMTTEMTP_1.jpg,NULL,9,13017,NULL,NULL,NULL
268,0,0,1,1,cropped-images-dev/E3ABDZLCIYQ_1.jpg,NULL,9,13018,NULL,NULL,NULL
269,0,0,1,1,cropped-images-dev/WU5BQ41HRWM_1.jpg,NULL,9,13019,NULL,NULL,NULL
270,0,0,1,1,cropped-images-dev/97ATD9G250E_1.jpg,NULL,9,13020,NULL,NULL,NULL
271,0.0138,0.0982,0.9925,0.9694,cropped-images-dev/94TTMJD78FP_1.jpg,NULL,9,13022,NULL,NULL,NULL
272,0.1459,0.0252,0.7098,0.9512,cropped-images-dev/IH22MLWB33T_1.jpg,NULL,9,13023,NULL,NULL,NULL
273,0,0,1,1,cropped-images-dev/EOO5HDMRLAB_1.jpg,NULL,9,13024,NULL,NULL,NULL
274,0.1525,0.133,0.9,0.8282,cropped-images-dev/D4GUKL4CENS_1.jpg,NULL,9,13026,NULL,NULL,NULL
275,0,0,1,1,cropped-images-dev/AUHT69Y0VUV_1.jpg,NULL,9,13027,NULL,NULL,NULL
276,0,0,1,1,cropped-images-dev/TEBK6ZPTYDJ_1.jpg,NULL,9,13029,NULL,NULL,NULL
277,0.08,0.092,0.9762,0.9732,cropped-images-dev/0CYSG5HRGIS_1.jpg,NULL,9,13030,NULL,NULL,NULL
278,0.1688,0.147,0.825,0.9557,cropped-images-dev/YW3NGM3DMMA_1.jpg,NULL,9,13031,NULL,NULL,NULL
279,0,0,1,1,cropped-images-dev/IPIOAHG6JWA_1.jpg,NULL,9,13033,NULL,NULL,NULL
280,0.2645,0.0354,0.9062,0.9819,cropped-images-dev/J7ONSEGO3RR_1.jpg,NULL,9,13034,NULL,NULL,NULL
281,0,0,1,1,cropped-images-dev/3A1HBWMPOLZ_1.jpg,NULL,9,13035,NULL,NULL,NULL
282,0,0,1,1,cropped-images-dev/GH1OJAO625F_1.jpg,NULL,9,13037,NULL,NULL,NULL
283,0,0,1,1,cropped-images-dev/LEEQ99WF13L_1.jpg,NULL,9,13039,NULL,NULL,NULL
284,0,0,1,1,cropped-images-dev/L3PYO035BKD_1.jpg,NULL,9,13041,NULL,NULL,NULL
285,0.1436,0.0032,0.9782,1,cropped-images-dev/DPF956PGHPC_1.jpg,NULL,1,13042,NULL,NULL,NULL
286,0,0,1,1,cropped-images-dev/VDISQV5ZEEE_1.jpg,NULL,1,13043,NULL,NULL,NULL
287,0.035,0.1657,0.6462,0.8494,cropped-images-dev/E71ZKIHFM6Y_1.jpg,NULL,1,13044,NULL,NULL,NULL
288,0,0,1,1,cropped-images-dev/EBGWH53QR2W_1.jpg,NULL,1,13045,NULL,NULL,NULL
289,0,0,1,1,cropped-images-dev/QG70P9MEV5E_1.jpg,NULL,1,13046,NULL,NULL,NULL
290,0.0162,0.3494,0.8588,0.9844,cropped-images-dev/SNNSTDT60IV_1.jpg,NULL,1,13047,NULL,NULL,NULL
291,0,0,1,1,cropped-images-dev/PGUTRZPEHST_1.jpg,NULL,1,13048,NULL,NULL,NULL
292,0,0,1,1,cropped-images-dev/C04TWIKB2KE_1.jpg,NULL,1,13049,NULL,NULL,NULL
293,0.015,0.0563,0.9812,0.8671,cropped-images-dev/J84HLQPXB0H_1.jpg,NULL,1,13050,NULL,NULL,NULL
294,0,0,1,1,cropped-images-dev/K2P9LHJ7BRR_1.jpg,NULL,1,13051,NULL,NULL,NULL
295,0,0,1,1,cropped-images-dev/VKOA8MCJ3NJ_1.jpg,NULL,1,13052,NULL,NULL,NULL
296,0.01,0.0938,0.9975,0.688,cropped-images-dev/3EKOK2F878Z_1.jpg,NULL,1,13053,NULL,NULL,NULL
297,0,0,1,1,cropped-images-dev/54G8BPM71MM_1.jpg,NULL,1,13054,NULL,NULL,NULL
298,0,0,1,1,cropped-images-dev/0UUPFKYF14C_1.jpg,NULL,1,13055,NULL,NULL,NULL
299,0,0,1,1,cropped-images-dev/V3I0CSZCX2Y_1.jpg,NULL,1,13057,NULL,NULL,NULL
300,0,0,1,1,cropped-images-dev/I1T7QEQQVWH_1.jpg,NULL,1,13058,NULL,NULL,NULL
301,0,0,1,1,cropped-images-dev/JO90E35QW5E_1.jpg,NULL,1,13059,NULL,NULL,NULL
302,0.1667,0.0684,0.8343,0.8587,cropped-images-dev/F2XCV61AOQE_1.jpg,NULL,1,13060,NULL,NULL,NULL
303,0,0,1,1,cropped-images-dev/KROJXG07RWP_1.jpg,NULL,1,13061,NULL,NULL,NULL
304,0.0089,0.0058,0.9797,0.9397,cropped-images-dev/SSL5XVL14FG_1.jpg,NULL,1,13062,NULL,NULL,NULL
305,0,0,1,1,cropped-images-dev/Z557QVUGTAM_1.jpg,NULL,1,13063,NULL,NULL,NULL
306,0.1297,0.0028,0.8516,0.9343,cropped-images-dev/J39QE9J5LVT_1.jpg,NULL,1,13065,NULL,NULL,NULL
307,0.0179,0.3042,0.9964,0.984,cropped-images-dev/K3I9XZH4B5G_1.jpg,NULL,1,13066,NULL,NULL,NULL
308,0,0,1,1,cropped-images-dev/HMACTFLAZ6J_1.jpg,NULL,1,13067,NULL,NULL,NULL
309,0,0,1,1,cropped-images-dev/2RHKZBI2S5E_1.jpg,NULL,1,13068,NULL,NULL,NULL
310,0.156,0.0086,0.991,0.9926,cropped-images-dev/00DONEYZ4II_1.jpg,NULL,1,13069,NULL,NULL,NULL
311,0.1198,0.0149,0.874,0.9665,cropped-images-dev/N6TTABI83KH_1.jpg,NULL,1,13070,NULL,NULL,NULL
